session,rcid,importantvote,date,unres,me,nu,di,hr,co,ec,yes,no,abstain,descr,short,unres_title
15,676,0,12/7/1960,R/15/1493A,0,0,0,0,0,0,61,9,23,TO ADOPT 4TH COMM. DRAFT RESOL. I (A/4672) URGING BELGIUM TO GRANT FULL AMNESTY AND ABOLISH THE EMERGENCY REGIME IN RUANDA-URUNDI; ALSO POSTPONING THE JAN. 1961 ELECTIONS AND SETTING UP A UN COMMISSION FOR RUANDA-URUNDI.,"RWANDA-BURUNDI, REFERENDUM","R/15/1493ARWANDA-BURUNDI, REFERENDUM"
15,677,0,12/7/1960,R/15/1493B,0,0,0,0,0,0,50,24,19,TO ADOPT 4TH COMM. DRAFT RESOLUTION II (A/4672) REQUESTING BELGIUM TO REVOKE ITS SUSPENSION OF THE POWERS OF THE MWAMI OF RUANDA AND DECIDING TO CONDUCT A U.N.-SUPERVISED REFERENDUM THERE CONCERNING THE MWAMI,"RWANDA-BURUNDI, LAND REFORM","R/15/1493BRWANDA-BURUNDI, LAND REFORM"
15,678,0,12/7/1960,R/15/1504,0,0,0,0,0,0,39,11,44,TO ADOPT 5TH COMM. DRAFT RESOLUTION (A/4681) ESTABLISHING AN AD HOC ACCOUNT FOR THE EXPENSES OF THE UN OPERATIONS IN THE CONGO.,PEACEKEEPING EXPENSES,R/15/1504PEACEKEEPING EXPENSES
15,679,0,3/1/1961,R/15/1593,0,0,0,0,1,0,74,0,9,TO ADOPT 4TH COMMITTEE DRAFT RESOLUTION (A/4709) APPEALING TO MEMBER-STATES CLOSELY-CONNECTED WITH SOUTH AFRICA TO EXERT INFLUENCE TOWARD A CHANGED ATTITUDE BY THE LATTER WITH REGARD TO ITS POLICIES OVER SOUTH WEST AFRICA.,SOUTH WEST AFRICA,R/15/1593SOUTH WEST AFRICA
15,680,0,3/1/1961,R/15/1594,0,0,0,0,1,0,79,2,8,"TO ADOPT A GENERAL COMM. RECOMMENDATION (A/4714) TO INCLUDE AN ITEM ON ANGOLA, IN THE AGENDA.",ANGOLA,R/15/1594ANGOLA
15,681,0,4/5/1961,R/15/1596,0,0,0,0,1,0,84,0,8,TO ADOPT 4TH COMM. DRAFT RESOL. (A/4721) CALLING SECURITY COUNCIL ATTENTION TO SOUTH WEST AFRICA AND INSTRUCTING THE COMMITTEE ON SOUTH WEST AFRICA TO PROCEED ON ITS FACTFINDING MISSION TO THIS TERRITORY WITH OR WITHOUT SOUTH AFRICA COOPERATION,SOUTH WEST AFRICA,R/15/1596SOUTH WEST AFRICA
15,682,0,4/4/1961,R/15/273A,0,0,0,1,0,0,64,3,29,"TO ADOPT OPERATIVE PARAGRAPH 4 OF THE SPECIAL POLITICAL COMM. DRAFT RESOL. I (A/4728) CONDEMNING APARTHEID POLICIES OF SOUTH AFRICA, SAID PARAGRAPH NOTING THAT S. AFRICAN INTRANSIGENCY OVER ITS APARTHEID POLICIES ENDANGERS INTERNATIONAL PEACE A","APARTHEID, THREAT TO PEACE","R/15/273AAPARTHEID, THREAT TO PEACE"
15,683,0,4/4/1961,R/15/273B,0,0,0,0,0,0,42,34,21,"TO ADOPT OPERATIVE PARAGRAPH 5 OF THE SPECIAL POLITICAL COMM. DRAFT RESOL. I (A/4728) CONDEMNING THE APARTHEID POLICIES OF SOUTH AFRICA, SAID PARAGRAPH RECOMMENDING STATES TO CONSIDER TAKING SUCH MEASURES AS THE BREAKING-OFF OF DIPLOMATIC RELAT","SOUTH AFRICA, SANCTIONS","R/15/273BSOUTH AFRICA, SANCTIONS"
15,684,0,4/4/1961,R/15/274A,0,0,0,1,0,0,85,1,10,"TO ADOPT OPERATIVE PARAGRAPH 3 OF THE SPECIAL POLITICAL COMM. DRAFT RESOL. II (A/4728) DEPLORING S. AFRICAN DISREGARD OF UN RESOLUTIONS ON ITS APARTHEID POLICIES, SAID PARAGRAPH REQUESTING ALL STATES TO CONSIDER TAKING SEPARATE AND COLLECTIVE A",APARTHEID,R/15/274AAPARTHEID
15,685,0,4/4/1961,R/15/274B,0,0,0,1,0,0,88,1,8,"TO ADOPT OPERATIVE PARAGRAPH 5 OF THE SPECIAL POLITICAL COMMITTEE DRAFT RESOL. II (A/4728), SAID PARAGRAPH NOTING THAT S. AFRICA APARTHEID POLICIES HAVE LED TO INTERNATIONAL FRICTION AND ENDANGER INTERNATIONAL PEACE AND SECURITY","APARTHEID, THREAT TO PEACE","R/15/274BAPARTHEID, THREAT TO PEACE"
15,686,0,4/4/1961,R/15/275,0,0,0,1,0,0,96,1,0,TO ADOPT SPECIAL POLITICAL COMMITTEE DRAFT RESOLUTION II (A/4728).,"APARTHEID, SOUTH AFRICA SANCTIONS","R/15/275APARTHEID, SOUTH AFRICA SANCTIONS"
15,687,0,4/6/1961,R/15/322,0,0,0,0,0,0,42,36,20,TO ADOPT THIS PHRASE IN CONGO (LEOPOLDVILLE) TEXT AMENDMENT (A/L.346) TO 21-POWER DRAFT RESOLUTION (A/L.339 AND ADD.1-5) EVACUATING ALL BELGIAN MILITARY AND PARAMILITARY PERSONNEL FROM THE CONGO:  \..AS SOON AS THEY ARE REPLACED BY PERSONNEL RE,"CONGO, PEACEKEEPING","R/15/322CONGO, PEACEKEEPING"
15,688,0,4/6/1961,R/15/323A,,,,,,,41,30,24,"TO ADOPT THIS REMAINING PHRASE IN CONGO (LEOPOLDVILLE) TEXT AMENDMENT (A/L.346) TO 21-POWER DRAFT RESOLUTION (A/L.339 AND ADD.1-5): \WITH DUE RESPECT FOR CONGOLESE SOVEREIGNTY.\\""	0	0	0	0	0	0","CONGO, PEACEKEEPING","R/15/323ACONGO, PEACEKEEPING"
15,689,0,4/6/1961,R/15/323B,0,0,0,0,0,0,77,0,22,"TO ADOPT OPERATIVE PARAGRAPH 1 OF THE 21-POWER DRAFT RESOLUTION (A/L.339 AND ADD.1-5), SAID PARAGRAPH CALLING UPON BELGIUM TO FULFILL ITS RESPONSIBILITIES AS A MEMBER OF THE UN AND TO COMPLY FULLY AND PROMPTLY WITH THE WILL OF THE SECURITY COUN","CONGO, BELGIAN TROOPS","R/15/323BCONGO, BELGIAN TROOPS"
15,690,0,4/6/1961,R/15/323C,0,0,0,0,0,0,90,0,9,"TO ADOPT THIS PART OF OPERATIVE PARAGRAPH 2 OF THE 21-POWER DRAFT RESOL. (A/L.339 AND ADD.1-5), READING: \DECIDES THAT ALL BELGIAN AND OTHER FOREIGN MILITARY AND PARA-MILITARY PERSONNEL AND POLITICAL ADVISERS NOT UNDER THE UN COMMAND AND MERCEN","CONGO, BELGIAN TROOPS","R/15/323CCONGO, BELGIAN TROOPS"
15,691,0,4/6/1961,R/15/323D,,,,,,,40,36,23,"TO ADOPT THIS PART IN OPERATIVE PARAGRAPH 2 OF THE 21-POWER DRAFT RESOL. (A/L.339 AND ADD.1-5):  \..WITHIN A PERIOD NOT EXCEEDING 21 DAYS.\\""	0	0	0	0	0	0","CONGO, BELGIAN TROOPS","R/15/323DCONGO, BELGIAN TROOPS"
15,692,0,4/6/1961,R/15/324A,,,,,,,49,26,24,"TO ADOPT THIS PART IN OPERATIVE PARAGRAPH 2 OF THE 21-POWER DRAFT RESOL. (A/L.339 AND ADD.1-5):  \..FAILING WHICH NECESSARY ACTION SHOULD BE TAKEN IN ACCORDANCE WITH THE CHARTER OF THE UNITED NATIONS.\\""	0	0	0	0	0	0","CONGO, BELGIAN TROOPS","R/15/324ACONGO, BELGIAN TROOPS"
15,693,0,4/6/1961,R/15/324B,,,,,,,61,5,33,"TO ADOPT 21-POWER DRAFT RESOL. (A/L.339 AND ADD.1-5) MINUS WORDS \WITHIN A PERIOD NOT EXCEEDING 21 DAYS, FAILING WHICH NECESSARY ACTION SHOULD BE TAKEN IN ACCORDANCE WITH THE CHARTER OF THE UNITED NATIONS.\\""	0	0	0	0	0	0",CONGO,R/15/324BCONGO
15,694,0,4/6/1961,R/15/325A,0,0,0,0,0,0,69,11,19,TO ADOPT 3RD PREAMBULAR PARAGRAPH OF THE 17-POWER DRAFT RESOLUTION (A/L340 AND ADD.1-3 AND ADD.3/CORR.1 AND ADD.4) URGING IMMEDIATE CONVENING OF THE CONGOLESE PARLIAMENT UNDER UN PROTECTION AND APPOINTING A COMMITTEE OF COUNCILATION TO ASSIST I,CONGO,R/15/325ACONGO
15,695,0,4/6/1961,R/15/325B,,,,,,,83,11,5,"TO ADOPT THESE WORDS IN OPERATIVE PARAGRAPH OF THE 16-POWER DRAFT RESOLUTION (A/L.340 AND ADD.1-3AND ADD.3/CORR.1 AND ADD.4):  \...BY THE SECRETARY-GENERAL.\\""	0	0	1	0	0	0","CONGO, INTRODUCTION OF ARMS","R/15/325BCONGO, INTRODUCTION OF ARMS"
15,696,0,4/6/1961,R/15/325C,0,0,0,0,0,0,50,24,25,"TO ADOPT PORTION OF OPERATIVE PARAGRAPH  5 OF THE  16-POWER DRAFT RESOL. (A/L.340 AND ADD.1-3. AND ADD.3/CORR.1 AND ADD.4) BEGINNING WITH \..SO THAT THE PARLIAMENT MAY TAKE THE NECESSARY DECISIONS,\\ AND ENDING WITH \\""..THE LOI FONDAMENTALE\\"".\""""","CONGO, NATIONAL GOVERNMENT","R/15/325CCONGO, NATIONAL GOVERNMENT"
15,697,0,4/6/1961,R/15/326A,0,0,0,0,0,0,67,21,11,"TO ADOPT OPERATIVE PARAGRAPH 6 OF THE 16-POWER DRAFT RESOL. (A/L.340 AND ADD.1-3 AND ADD.3/CORR.1 AND ADD.4), SAID PARAGRAPH APPOINTING A COMMITTEE OF CONCILIATION TO ASSIST IN RECONCILING THE CONGOLESE LEADERS.","CONGO, U.N. COMMISSION","R/15/326ACONGO, U.N. COMMISSION"
15,698,0,4/6/1961,R/15/326B,0,0,0,0,0,0,60,16,23,TO ADOPT 16-POWER DRAFT RESOLUTION (A/L.340 AND ADD.1-3 AND ADD.3/CORR.1 AND ADD.4).,"CONGO, RELEASE OF PARLIAMENT MEMBERS","R/15/326BCONGO, RELEASE OF PARLIAMENT MEMBERS"
15,699,0,4/6/1961,R/15/326C,0,0,0,0,0,0,29,53,17,TO ADOPT U.S.S.R. DRAFT RESOLUTION (A/L.341 AND CORR.1) URGING THE RE-OPENING OF THE CONGOLESE PARLIAMENT UNDER UN PROTECTION IN 21 DAYS.,"CONGO, U.N. PROTECTION OF PARLIAMENT","R/15/326CCONGO, U.N. PROTECTION OF PARLIAMENT"
15,700,0,4/6/1961,R/15/327,0,0,0,0,0,0,45,3,49,"TO ADOPT 4-POWER DRAFT RESOLUTION (A/L.347) APPOINTING A A COMMISSION TO INVESTIGATE THE CIRCUMSTANCES OF THE DEATHS OF MESSRS. LUMUMBA, MPOLO AND OKITO.","CONGO, U.N. INVESTIGATION","R/15/327CONGO, U.N. INVESTIGATION"
15,701,0,4/2/1961,R/15/341,0,0,0,0,0,0,30,45,18,TO ADOPT U.A.R. PROPOSAL TO ADJOURN DEBATE ON THE ITEM ON ADMISSION OF NEW MEMBERS INTO THE UN.,ADMISSION OF NEW MEMBERS,R/15/341ADMISSION OF NEW MEMBERS
15,702,0,4/3/1961,R/15/350,0,0,0,0,0,0,33,41,15,TO ADOPT LIBERIAN PROPOSAL TO ADJOURN DEBATE ON ADMISSION OF NEW MEMBERS INTO THE UN.,ADMISSION OF NEW MEMBERS,R/15/350ADMISSION OF NEW MEMBERS
15,703,0,4/3/1961,R/15/377A,0,0,0,0,0,0,61,11,23,"TO ADOPT 2ND PREAMBULAR PARAGRAPH OF 11-POWER DRAFT RESOLUTION TION (A/L.335) ADVOCATING ADMISSION OF MAURITANIA INTO THE UN, AS AMENDED BY U.S.S.R. (A/L.336) TO READ:  \NOTHING THAT EIGHT MEMBERS OF THE SECURITY COUNCIL VOTED ON 4 DEC. 1960 IN",ADMISSION MAURITANIA,R/15/377AADMISSION MAURITANIA
15,704,0,4/3/1961,R/15/377B,0,0,0,0,0,0,63,15,17,"TO ADOPT OPERATIVE PARAGRAPH 2 OF THE 11-POWER DRAFT RESOL. (A/L.335), AS AMENDED BY THE U.S.S.R. PROPOSAL (A/L.336), SAID PARAGRAPH REQUESTING THE SECURITY COUNCIL TO TAKE NOTE OF THIS DECISION OF THE GENERAL ASSEMBLY IN REGARD TO THE CANDIDAT",ADMISSION MAURITANIA,R/15/377BADMISSION MAURITANIA
15,705,0,4/3/1961,R/15/378,0,0,0,0,0,0,47,13,34,TO ADOPT 11-POWER DRAFT RESOLUTION (A/L.335) INCORPORATING U.S.S.R. AMENDMENTS (A/L.336).,ADMISSION MAURITANIA,R/15/378ADMISSION MAURITANIA
15,706,0,4/4/1961,R/15/434A,0,0,0,0,1,0,67,2,13,"TO ADOPT A CLAUSE IN PREAMBULAR PARAGRAPH 1 OF THE 40-POWER DRAFT RESOLUTION (A/L.345 AND ADD.1-5) URGING PORTUGAL TO GRANT INDEPENDENCE TO ANGOLA, WHICH CLAUSE READS:  \THE CONTINUANCE OF WHICH IS LIKELY TO ENDANGER INTERNATIONAL PEACE AND SEC","ANGOLA, PORTUGESE POLICY","R/15/434AANGOLA, PORTUGESE POLICY"
15,707,0,4/4/1961,R/15/434B,0,0,0,0,1,0,73,2,9,"TO ADOPT 40-POWER DRAFT RESOLUTION (A/L.345 AND ADD. 1-5) URGING PORTUGAL TO GRANT ANGOLA INDEPENDENCE, INCLUDING THE SUDAN AMENDMENT ADDING THESE WORDS TO OPERATIVE PARAGRAPH 2: \..FIVE MEMBERS TO BE APPOINTED BY THE PRESIDENT OF THE GENERAL A",ANGOLA,R/15/434BANGOLA
15,708,0,4/5/1961,R/15/448,1,0,0,0,0,0,41,37,14,TO ADOPT A MOTION FOR SEPARATE VOTES ON 3 DIFFERENT PARTS OF THE SPECIAL POLITICAL COMM. DRAFT RESOLUTION (A/4734) ON PALESTINE REFUGEES.,"PALESTINE, REFUGEES","R/15/448PALESTINE, REFUGEES"
15,709,0,4/5/1961,R/15/449A,1,0,0,0,0,0,44,38,12,"TO ADOPT 4TH PREAMBULAR PARAGRAPH OF THE SPECIAL POLITICAL COMMITTEE DRAFT RESOLUTION (A/4734) ON PALESTINE REFUGEES, SAID PARAGRAPH RECOGNIZING THE NEED TO SAFEGAURD ARAB-REFUGEE PROPERTY RIGHTS.","PALESTINE, REFUGEES","R/15/449APALESTINE, REFUGEES"
15,710,0,4/5/1961,R/15/449B,1,0,0,0,0,0,44,35,15,"TO ADOPT OPERSTIVE PARAGRAPH 2 OF THE SPECIAL POLITICAL COMMITTEE DRAFT RESOLUTION (A/4743) ON PALESTINE REFUGEES, SAID PARAGRAPH RECOMMENDING THAT PRIMARY CONSIDERATION BE GIVEN DURING THE 16TH SESSION TO THE PROBLEM OF THE FUTURE WELFARE OF T","PALESTINE, REFUGEES","R/15/449BPALESTINE, REFUGEES"
15,711,0,4/5/1961,R/15/449C,1,0,0,0,0,0,37,17,38,"TO ADOPT SPECIAL POLITICAL COMMITTEE DRAFT RESOLUTION (A/4734) ON PALESTINE REFUGEES, MINUS PREAMBULAR PARAGRAPH 4 AND OPERATIVE PARAGRAPH 2.","PALESTINE, REFUGEES","R/15/449CPALESTINE, REFUGEES"
15,712,0,4/5/1961,R/15/455,0,0,0,0,1,0,33,46,13,TO ADOPT A MOTION FOR A SEPARATE VOTE ON PARAGRAPH 13 OF 4TH COMM. DRAFT RESOLUTION I (A/4735) DEALING WITH THE VARIOUS PROBLEMS OF RUANDA-URUNDI WITH RESPECT TO ITS FUTURE.,"RWANDA-BURUNDI, SELF-DETERMINATION","R/15/455RWANDA-BURUNDI, SELF-DETERMINATION"
15,713,0,4/5/1961,R/15/456,0,0,0,0,1,0,86,1,4,TO ADOPT 4TH COMM. DRAFT RESOLUTION I (A/4735) DEALING WITH THE VARIOUS PROBLEMS OF RUANDA-URUNDI WITH RESPECT TO ITS FUTURE.,"RWANDA-BURUNDI, SELF-DETERMINATION","R/15/456RWANDA-BURUNDI, SELF-DETERMINATION"
15,714,0,4/5/1961,R/15/457,0,0,0,0,0,0,78,0,9,"TO ADOPT 4TH COMMITTEE DRAFT RESOLUTION (A/4736) PROVIDING  FOR THE DISSEMINATION OF INFORMATION ON THE UN AND THE INTERNATIONAL TRUSTEESHIP SYSTEM, IN ALL TRUST TERRITORIES.",U.N. INFORMATION IN NSGT,R/15/457U.N. INFORMATION IN NSGT
15,715,0,4/5/1961,R/15/464,0,0,0,0,1,0,0,52,43,"TO ADOPT THIS PHRASE IN OPERATIVE PARAGRAPH 5 OF THE 4TH COMM. DRAFT RESOLUTION (A/4737) IMPLEMENTING THE RESULTS OF THE PLEBISCITES IN THE BRITISH CAMEROONS, WHEREBY NORTHERN CAMEROONS UNITES WITH NIGERIA AND THE SOUTHERN CAMEROONS JOINS CAMER","CAMEROON, SELF-DETERMINATION","R/15/464CAMEROON, SELF-DETERMINATION"
15,716,0,4/5/1961,R/15/465,0,0,0,0,1,0,63,23,11,"TO ADOPT 4TH COMMITTEE DRAFT RESOLUTION (A/4737) IMPLEMENTING THE RESULTS OF THE RECENT PLEBISCITES IN THE BRITISH CAMEROONS, MINUS UNADOPTED PHRASES IN OPERATIVE PARAGRAPH 6.","CAMEROON, SELF-DETERMINATION","R/15/465CAMEROON, SELF-DETERMINATION"
15,717,0,4/5/1961,R/15/483,0,0,0,0,0,0,45,25,27,TO ADOPT 5TH COMM. DRAFT RESOLUTION I (A/4740) RE THE 1961 COST ESTIMATES AND FINANCING OF UN OPERATIONS IN THE CONGO.,"CONGO, PEACEKEEPING","R/15/483CONGO, PEACEKEEPING"
15,718,0,4/5/1961,R/15/495,0,0,0,0,0,0,55,15,25,"TO ADOPT 3RD PREAMBULAR PARAGRAPH OF THE 1ST COMM. DRAFT RESOL. I (A/4744), ON CUBAN COMPLAINT OF U.S. AGRESSION AND INTERVENTION, SAID PARAGRAPH RECALLING SECURITY COUNCIL RESOLUTION 19 JULY 1960 AND THE PRINCIPLE OF PEACEFUL MEANS OF SETTLEME",CUBA,R/15/495CUBA
15,719,0,4/5/1961,R/15/496,0,0,0,0,0,0,29,50,15,TO ADOPT GUINEA PROPOSAL FOR SEPARATE VOTES ON 2 PHRASES IN OPERATIVE PARAGRAPH 1 OF THE 1ST COMM. DRAFT RESOLUTION I (A/4744).,CUBA,R/15/496CUBA
15,720,0,4/5/1961,R/15/497A,0,0,0,0,0,0,56,32,8,"TO ADOPT OPERATIVE PARAGRAPH 1 OF THE 1ST COMM. DRAFT RESOL. I (A/4744), SAID PARAGRAPH EXHORTING O.A.S. STATES TO ASSIST IN A PEACEFUL SETTLEMENT BETWEEN THE U.S. AND CUBA.",CUBA,R/15/497ACUBA
15,721,0,4/5/1961,R/15/497B,0,0,0,0,0,0,59,13,24,"TO ADOPT 1ST COMMITTEE DRAFT RESOLUTION I (A/4744), MINUS OPERATIVE PARAGRAPH 1.",CUBA,R/15/497BCUBA
15,722,0,4/5/1961,R/15/497C,0,0,0,0,0,0,41,35,20,TO ADOPT 1ST COMMITTEE DRAFT RESOLUTION II (A/4744) URGING NON-INTERVENTION IN CUBA.,CUBA,R/15/497CCUBA
15,723,0,4/5/1961,R/15/504,0,0,0,0,0,0,67,12,14,TO ADOPT A PAKISTAN PROPOSAL FOR RECONSIDERATION OF 5TH COMM. DRAFT RESOLUTION I (A/4740) ESTABLISHING AN AD HOC ACCOUNT FOR 1961 UN OPERATIONS IN THE CONGO AND ASSESSING THE CONTRIBUTIONS FROM THE UN MEMBERSHIP.,"CONGO, PEACEKEEPING APPROPRIATIONS","R/15/504CONGO, PEACEKEEPING APPROPRIATIONS"
15,724,0,4/5/1961,R/15/505,0,0,0,0,0,0,21,39,33,"TO ADOPT AN ARGENTINA AMENDMENT TO 5TH COMM. DRAFT RESOL. I (A/4740), SAID AMENDMENT REPLACING \75%\\ WITH \\""90%\\"" IN ALL SUB-PARAGRAPHS OF PARAGRAPH 8.\""""","CONGO, PEACEKEEPING APPROPRIATIONS","R/15/505CONGO, PEACEKEEPING APPROPRIATIONS"
15,725,0,4/5/1961,R/15/506A,0,0,0,0,0,0,51,17,24,"TO ADOPT A PAKISTAN AMENDMENT TO 5TH COMM. DRAFT RESOLUTION I (A/4740), SAID AMENDMENT REPLACING \75%\\ WITH \\""80%\\"" IN ALL SUB-PARAGRAPHS OF PARAGRAPH 8.\""""","CONGO, PEACEKEEPING APPROPRIATIONS","R/15/506ACONGO, PEACEKEEPING APPROPRIATIONS"
15,726,0,4/5/1961,R/15/506B,0,0,0,0,0,0,54,15,23,"TO ADOPT 5TH COMM. DRAFT RESOL. I (A/4740), AS AMENDED BY PAKISTAN.","CONGO, PEACEKEEPING APPROPRIATIONS","R/15/506BCONGO, PEACEKEEPING APPROPRIATIONS"
15,727,0,4/5/1961,R/15/508A,0,0,0,0,0,0,35,27,26,"TO ADOPT 4TH PREAMBULAR PARAGRAPH OF THE 5TH COMM. DRAFT RESOL.II (A/4740) DECIDING TO EXAMINE DURING THE 16TH SESSION THE ADMINISTRATIVE AND BUDGETARY PROCEDURES OF THE UN ORGANIZATION, PARTICULARLY IN RELATION TO METHODS OF COVERING COSTS OF",PEACEKEEPING FINANCES,R/15/508APEACEKEEPING FINANCES
15,728,0,4/5/1961,R/15/508B,0,0,0,0,0,0,44,13,32,"TO ADOPT 5TH COMM. DRAFT RESOL. II (A/4740) ON THE NEED TO REVIEW UN ADMINISTRATIVE AND BUDGETARY PROCEDURES, MINUS 4TH PREAMBULAR PARAGRAPH.",PEACEKEEPING FINANCES,R/15/508BPEACEKEEPING FINANCES
15,9040,0,9/6/1960,ESS/4/102A,0,0,1,0,0,0,80,0,1,"TO ADOPT OPERATIVE PARAGRAPH 6 OF THE 17-POWER DRAFT RESOL. (A/L.292/REV.1) ON THE CONGO SITUATION, SAID PARAGRAPH CALLING UPON ALL STATES TO REFRAIN FROM DIRECT OR INDIRECT PROVISION OF ARMS OR OTHER WAR MATERIEL, ASSISTANCE OR PERSONNEL IN TH","CONGO, ARMS PROVISIONS","ESS/4/102ACONGO, ARMS PROVISIONS"
15,9041,0,9/6/1960,ESS/4/102B,0,0,0,0,0,0,70,0,11,TO ADOPT 17-POWER DRAFT RESOLUTION (A/L.292/REV.1) ON THE CONGO.,CONGO,ESS/4/102BCONGO
16,729,0,9/7/1961,R/16/74,0,0,0,0,0,0,48,14,35,"TO ADOPT A GENERAL COMM. RECOMMENDATION (A/4882) TO INCLUDE ITEM 83 ON TIBET, IN THE AGENDA.",TIBET,R/16/74TIBET
16,730,0,9/7/1961,R/16/77,0,0,0,0,0,0,51,15,30,"TO ADOPT A GENERAL COMM. RECOMMENDATION (A/4882) TO INCLUDE ITEM 89 ON HUNGARY, IN THE AGENDA.",HUNGARY,R/16/77HUNGARY
16,731,0,10/4/1961,R/16/398,0,0,0,0,0,0,51,31,4,TO ADOPT A NEPAL MOTION TO ADJOURN THE MEETING.,SOUTH AFRICA,R/16/398SOUTH AFRICA
16,732,0,10/4/1961,R/16/406,0,0,0,0,0,0,67,1,20,TO ADOPT A LIBERIAN MOTION TO CENSURE THE DELEGATE OF SOUTH AFRICA FOR STATEMENTS EARLIER MADE BEFORE THE ASSEMBLY REGARDING APARTHEID.,SOUTH AFRICA,R/16/406SOUTH AFRICA
16,733,0,10/2/1961,R/16/494,0,0,0,0,0,0,95,0,0,TO ADOPT 4TH COMMITTEE DRAFT RESOLUTION (A/4929) CALLING FOR A COMMISSION ON RUANDA-URUNDI INVESTIGATION OF THE ASSASSINATION OF THE PRIME MINISTER OF BURUNDI.,"BURUNDI, ASSASSINATION","R/16/494BURUNDI, ASSASSINATION"
16,734,0,10/6/1961,R/16/507,0,1,0,0,0,0,48,27,26,TO REQUIRE THE 2/3 MAJORITY RULE IN THE VOTE ON SPECIAL POLITICAL COMMITTEE DRAFT RESOLUTION B (A/4939) ON THE EFFECTS OF ATOMIC RADIATION.,RADIATION STUDY,R/16/507RADIATION STUDY
16,735,0,10/6/1961,R/16/521,0,0,0,0,0,0,68,13,20,TO ADOPT 14-POWER DRAFT RESOLUTION (A/L.358 AND ADD. 1) RECOMMENDING ADMISSION OF MAURITANIA TO THE UN.,ADMISSION MAURITANIA,R/16/521ADMISSION MAURITANIA
16,736,0,10/6/1961,R/16/527,0,1,0,0,0,0,87,11,1,TO ADOPT 1ST COMM. DRAFT RESOLUTION (A/4942) APPEALING TO U.S.S.R. TO REFRAIN FROM ITS SCHEDULED EXPLOSION OF A MEGATON BOMB.,"NUCLEAR TESTING, USSR","R/16/527NUCLEAR TESTING, USSR"
16,737,0,11/5/1961,R/16/568,0,1,0,0,0,0,71,20,8,"TO ADOPT 1ST COMMITTEE DRAFT RESOLUTION (A/4942/ADD.1), CALLING FOR CESSATION OF NUCLEAR WEAPONS TESTING.",NUCLEAR TESTING,R/16/568NUCLEAR TESTING
16,738,0,11/7/1961,R/16/606,0,1,1,0,0,0,71,11,15,"TO ADOPT 1ST COMMITTEE DRAFT RESOLUTION (A/4942/ADD.2) CALLING FOR U.S.-U.S.S.R. RENEWED NEGOTIATIONS ON A NUCLEAR ARMS-BAN TREATY, AS AMENDED BY CYPRUS PROPOSAL (A/L.363) SUBSTITUTING WORDS \14 DEC 1961\\ FOR \\""1 MARCH 1962\\"" IN OPERATIVE PARA""",DISARMAMENT,R/16/606DISARMAMENT
16,739,0,11/7/1961,R/16/658,0,0,0,0,1,0,62,0,31,TO ADOPT 34-POWER DRAFT RESOLUTION (A/L.365 AND ADD.1) CALLING FOR FRENCH REDRESSIVE MEASURES TO EFFECT TERMINATION OF THE ALGERIAN PRISONERS' HUNGER STRIKE.,"ALGERIA, PRISONERS","R/16/658ALGERIA, PRISONERS"
16,740,0,11/2/1961,R/16/806,0,1,1,0,0,0,55,0,44,TO ADOPT 1ST COMMITTEE DRAFT RESOLUTION I (A/4942/ADD.3) DECLARING AFRICA A DENUCLEARIZED ZONE.,"DENUCLEARIZATION, AFRICA","R/16/806DENUCLEARIZATION, AFRICA"
16,741,0,11/2/1961,R/16/807A,0,1,1,0,0,0,56,19,26,"TO ADOPT OPERATIVE SUB-PARAGRAPH 1(A) OF THE 1ST COMM. DRAFT RESOL. II (A/4942/ADD.3) CALLING FOR A SPECIAL CONFERENCE ON THE PROHIBITION OF NUCLEAR AND THERMONUCLEAR WEAPONS, SAID SUB-PARAGRAPH DECLARING THE USE OF NUCLEAR AND THERMONUCLEAR WE","DISARMAMENT, NUCLEAR","R/16/807ADISARMAMENT, NUCLEAR"
16,742,0,11/2/1961,R/16/807B,0,1,1,1,0,0,56,19,26,"TO ADOPT OPERATIVE PARAGRAPH 1 OF THE 1ST COMM. DRAFT RESOL. II (A/4942/ADD.3) SAID PARAGRAPH DECLARING THE USE OF NUCLEAR AND THERMONUCLEAR WEAPONS TO BE A VIOLATION OF THE UN CHARTER, CONTRARY TO INTERNATIONAL LAW AND THE LAWS OF HUMANITY AND","DISARMAMENT, NUCLEAR","R/16/807BDISARMAMENT, NUCLEAR"
16,743,0,11/2/1961,R/16/807C,0,1,1,0,0,0,53,19,29,"TO ADOPT OPERATIVE PARAGRAPH 2 OF THE 1ST COMM. DRAFT RESOL. II (A/4942/ADD.3), SAID PARAGRAPH REQUESTING THE SECRETARY-GENERAL TO CONSULT UN MEMBERS ON THE POSSIBILITY OF A SPECIAL CONFERENCE ON THE PROHIBITION OF THE USE OF NUCLEAR AND THERMO","DISARMAMENT, NUCLEAR","R/16/807CDISARMAMENT, NUCLEAR"
16,744,0,11/2/1961,R/16/808,0,1,1,0,0,0,55,20,26,TO ADOPT WHOLE 1ST COMMITTEE DRAFT RESOLUTION II (A/4942/ADD.3).,"DISARMAMENT, NUCLEAR","R/16/808DISARMAMENT, NUCLEAR"
